MAKE,MODEL_YR,VEHICLE_TYPE,DRIVE_TRAIN,BODY_FRAME,BLIND_SPOT_DETECTION,ARS,FRNT_COLLISION_WARNING,LANE_DEPARTURE_WARNING,CRASH_IMMINENT_BRAKE,DYNAMIC_BRAKE_SUPPORT,OVERALL_STARS,BACKUP_CAMERA
CHEVROLET,2021,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
CHEVROLET,2021,MPV,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
CHEVROLET,2021,PC,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,4.0,Not Available
CHEVROLET,2021,TRUCK,2WD,Frame-Based,Optional,Optional,Optional,Not Available,Optional,Optional,4.0,Not Available
CHEVROLET,2021,TRUCK,2WD,Frame-Based,Optional,Optional,Optional,Optional,Optional,Optional,4.0,Not Available
CHEVROLET,2021,TRUCK,2WD,Frame-Based,Optional,Optional,Optional,Optional,Optional,Optional,4.0,Not Available
CHEVROLET,2021,TRUCK,4WD,Frame-Based,Optional,Optional,Optional,Optional,Optional,Optional,4.0,Not Available
CHEVROLET,2021,TRUCK,4WD,Frame-Based,Optional,Optional,Optional,Not Available,Optional,Optional,4.0,Not Available
CHEVROLET,2021,TRUCK,4WD,Frame-Based,Optional,Optional,Optional,Optional,Optional,Optional,4.0,Not Available
CHEVROLET,2021,MPV,2WD,Frame-Based,Optional,Standard,Standard,Optional,Standard,Standard,4.0,Not Available
CHEVROLET,2021,MPV,4WD,Frame-Based,Optional,Standard,Standard,Optional,Standard,Standard,4.0,Not Available
CHEVROLET,2021,MPV,2WD,Frame-Based,Optional,Standard,Standard,Optional,Standard,Standard,4.0,Not Available
CHEVROLET,2021,MPV,4WD,Frame-Based,Optional,Standard,Standard,Optional,Standard,Standard,4.0,Not Available
CHEVROLET,2021,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
CHEVROLET,2021,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,4.0,Not Available
CHEVROLET,2021,MPV,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
CHEVROLET,2021,MPV,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,4.0,Not Available
CHEVROLET,2021,MPV,AWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,5.0,Not Available
CHEVROLET,2021,MPV,FWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,5.0,Not Available
CHEVROLET,2021,MPV,AWD,Uni-Body,Optional,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
CHEVROLET,2021,MPV,FWD,Uni-Body,Optional,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
CHRYSLER,2021,PC,AWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,4.0,Not Available
CHRYSLER,2021,PC,RWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,4.0,Not Available
CHRYSLER,2021,MPV,FWD,Uni-Body,Standard,Standard,Standard,Optional,Standard,Standard,5.0,Not Available
CHRYSLER,2021,MPV,FWD,Uni-Body,Optional,Standard,Optional,Not Available,Optional,Optional,5.0,Not Available
DODGE,2021,PC,AWD,Uni-Body,Optional,Not Available,Optional,Not Available,Optional,Optional,5.0,Not Available
DODGE,2021,PC,RWD,Uni-Body,Optional,Not Available,Optional,Not Available,Optional,Optional,5.0,Not Available
DODGE,2021,PC,RWD,Uni-Body,Optional,Not Available,Optional,Not Available,Optional,Optional,5.0,Not Available
DODGE,2021,PC,AWD,Uni-Body,Optional,Not Available,Optional,Optional,Optional,Optional,5.0,Not Available
DODGE,2021,PC,RWD,Uni-Body,Optional,Not Available,Optional,Optional,Optional,Optional,5.0,Not Available
DODGE,2021,MPV,4WD,Uni-Body,Optional,Not Available,Optional,Optional,Optional,Optional,4.0,Not Available
DODGE,2021,MPV,RWD,Uni-Body,Optional,Not Available,Optional,Optional,Optional,Optional,4.0,Not Available
FORD,2021,MPV,4WD,Uni-Body,Standard,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2021,MPV,AWD,Uni-Body,Standard,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
FORD,2021,MPV,FWD,Uni-Body,Standard,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
FORD,2021,MPV,AWD,Uni-Body,Standard,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2021,MPV,FWD,Uni-Body,Standard,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2021,MPV,AWD,Uni-Body,Optional,Not Available,Standard,Standard,Optional,Standard,5.0,Not Available
FORD,2021,MPV,FWD,Uni-Body,Optional,Not Available,Standard,Standard,Optional,Standard,5.0,Not Available
FORD,2021,MPV,AWD,Uni-Body,Optional,Not Available,Standard,Standard,Optional,Standard,5.0,Not Available
FORD,2021,MPV,FWD,Uni-Body,Optional,Not Available,Standard,Standard,Optional,Standard,5.0,Not Available
FORD,2021,MPV,2WD,Frame-Based,Standard,Not Available,Standard,Optional,Standard,Standard,5.0,Not Available
FORD,2021,MPV,4WD,Frame-Based,Standard,Not Available,Standard,Optional,Standard,Standard,5.0,Not Available
FORD,2021,MPV,2WD,Frame-Based,Standard,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2021,MPV,4WD,Frame-Based,Standard,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2021,MPV,4WD,Uni-Body,Standard,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2021,MPV,RWD,Uni-Body,Standard,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2021,MPV,4WD,Uni-Body,Standard,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2021,MPV,RWD,Uni-Body,Standard,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2021,TRUCK,2WD,Frame-Based,Optional,Not Available,Standard,Optional,Standard,Standard,5.0,Not Available
FORD,2021,TRUCK,4WD,Frame-Based,Optional,Not Available,Standard,Optional,Standard,Standard,5.0,Not Available
FORD,2021,TRUCK,2WD,Frame-Based,Optional,Not Available,Standard,Optional,Standard,Standard,5.0,Not Available
FORD,2021,TRUCK,4WD,Frame-Based,Optional,Not Available,Standard,Optional,Standard,Standard,5.0,Not Available
FORD,2021,TRUCK,2WD,Frame-Based,Optional,Not Available,Standard,Optional,Standard,Standard,5.0,Not Available
FORD,2021,TRUCK,4WD,Frame-Based,Optional,Not Available,Standard,Optional,Standard,Standard,5.0,Not Available
FORD,2021,TRUCK,2WD,Frame-Based,Standard,Not Available,Optional,Standard,Optional,Optional,5.0,Not Available
FORD,2021,TRUCK,4WD,Frame-Based,Standard,Not Available,Optional,Standard,Optional,Optional,4.0,Not Available
FORD,2021,TRUCK,2WD,Frame-Based,Optional,Not Available,Optional,Standard,Optional,Optional,4.0,Not Available
FORD,2021,TRUCK,4WD,Frame-Based,Optional,Not Available,Optional,Standard,Optional,Optional,4.0,Not Available
FORD,2021,TRUCK,4WD,Frame-Based,Standard,Not Available,Optional,Optional,Optional,Optional,4.0,Not Available
FORD,2021,PC,RWD,Uni-Body,Standard,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2021,PC,RWD,Uni-Body,Optional,Not Available,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
FORD,2021,TRUCK,2WD,Frame-Based,Standard,Not Available,Standard,Standard,Standard,Standard,4.0,Not Available
FORD,2021,TRUCK,4WD,Frame-Based,Standard,Not Available,Standard,Standard,Standard,Standard,4.0,Not Available
FORD,2021,MPV,RWD,Uni-Body,Optional,Not Available,Standard,Standard,Standard,Standard,3.0,Not Available
FORD,2021,TRUCK,FWD,Uni-Body,Standard,Not Available,Standard,Standard,Standard,Standard,4.0,Not Available
FORD,2021,MPV,AWD,Uni-Body,Optional,Not Available,Standard,Standard,Standard,Standard,3.0,Not Available
FORD,2021,MPV,AWD,Uni-Body,Optional,Not Available,Standard,Standard,Standard,Standard,3.0,Not Available
FORD,2021,MPV,RWD,Uni-Body,Optional,Not Available,Standard,Standard,Standard,Standard,2.0,Not Available
FORD,2021,MPV,RWD,Uni-Body,Optional,Not Available,Standard,Standard,Standard,Standard,2.0,Not Available
FORD,2021,MPV,AWD,Uni-Body,Optional,Not Available,Standard,Standard,Standard,Standard,3.0,Not Available
FORD,2021,MPV,AWD,Uni-Body,Optional,Not Available,Standard,Standard,Standard,Standard,3.0,Not Available
FORD,2021,MPV,RWD,Uni-Body,Optional,Not Available,Standard,Standard,Standard,Standard,3.0,Not Available
FORD,2021,MPV,RWD,Uni-Body,Optional,Not Available,Standard,Standard,Standard,Standard,3.0,Not Available
FORD,2021,TRUCK,RWD,Uni-Body,Optional,Not Available,Standard,Standard,Standard,Standard,4.0,Not Available
FORD,2021,TRUCK,RWD,Uni-Body,Optional,Not Available,Standard,Standard,Standard,Standard,3.0,Not Available
FORD,2021,MPV,RWD,Uni-Body,Optional,Not Available,Standard,Standard,Standard,Standard,3.0,Not Available
GENESIS,2021,PC,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
GENESIS,2021,PC,RWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
GENESIS,2021,MPV,AWD,Uni-Body,Standard,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
GENESIS,2021,MPV,RWD,Uni-Body,Standard,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
GMC,2021,MPV,AWD,Uni-Body,Standard,Standard,Optional,Optional,Optional,Optional,5.0,Not Available
GMC,2021,MPV,FWD,Uni-Body,Standard,Standard,Optional,Optional,Optional,Optional,5.0,Not Available
GMC,2021,TRUCK,2WD,Frame-Based,Not Available,Standard,Optional,Optional,Not Available,Not Available,4.0,Not Available
GMC,2021,TRUCK,2WD,Frame-Based,Not Available,Standard,Optional,Optional,Not Available,Not Available,4.0,Not Available
GMC,2021,TRUCK,4WD,Frame-Based,Not Available,Standard,Optional,Optional,Not Available,Not Available,4.0,Not Available
GMC,2021,TRUCK,4WD,Frame-Based,Not Available,Standard,Optional,Optional,Not Available,Not Available,4.0,Not Available
GMC,2021,TRUCK,2WD,Frame-Based,Optional,Optional,Optional,Optional,Optional,Optional,4.0,Not Available
GMC,2021,TRUCK,2WD,Frame-Based,Optional,Optional,Optional,Not Available,Optional,Optional,4.0,Not Available
GMC,2021,TRUCK,2WD,Frame-Based,Optional,Optional,Optional,Optional,Optional,Optional,4.0,Not Available
GMC,2021,TRUCK,4WD,Frame-Based,Optional,Optional,Optional,Optional,Optional,Optional,4.0,Not Available
GMC,2021,TRUCK,4WD,Frame-Based,Optional,Optional,Optional,Not Available,Optional,Optional,4.0,Not Available
GMC,2021,TRUCK,4WD,Frame-Based,Optional,Optional,Optional,Optional,Optional,Optional,4.0,Not Available
GMC,2021,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
GMC,2021,MPV,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
GMC,2021,MPV,2WD,Frame-Based,Optional,Standard,Standard,Optional,Standard,Standard,4.0,Not Available
GMC,2021,MPV,4WD,Frame-Based,Optional,Standard,Standard,Optional,Standard,Standard,4.0,Not Available
GMC,2021,MPV,2WD,Frame-Based,Optional,Standard,Standard,Optional,Standard,Standard,4.0,Not Available
GMC,2021,MPV,4WD,Frame-Based,Optional,Standard,Standard,Optional,Standard,Standard,4.0,Not Available
HONDA,2021,PC,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
HONDA,2021,PC,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
HONDA,2021,PC,FWD,Uni-Body,Not Available,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
HONDA,2021,PC,FWD,Uni-Body,Not Available,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
HONDA,2021,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
HONDA,2021,MPV,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
HONDA,2021,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
HONDA,2021,MPV,AWD,Uni-Body,Not Available,Standard,Optional,Optional,Optional,Optional,5.0,Not Available
HONDA,2021,MPV,FWD,Uni-Body,Not Available,Standard,Optional,Optional,Optional,Optional,5.0,Not Available
HONDA,2021,PC,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
HONDA,2021,MPV,FWD,Uni-Body,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
HONDA,2021,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
HONDA,2021,MPV,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
HONDA,2021,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
HONDA,2021,MPV,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
HONDA,2021,TRUCK,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
HONDA,2021,TRUCK,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2021,PC,FWD,Uni-Body,Not Available,Standard,Standard,Not Available,Standard,Standard,4.0,Not Available
HYUNDAI,2021,PC,FWD,Uni-Body,Optional,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2021,PC,FWD,Uni-Body,Standard,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2021,PC,FWD,Uni-Body,Standard,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2021,MPV,AWD,Uni-Body,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2021,MPV,FWD,Uni-Body,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2021,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2021,MPV,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2021,MPV,AWD,Uni-Body,Optional,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2021,MPV,FWD,Uni-Body,Optional,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2021,PC,AWD,Uni-Body,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2021,PC,FWD,Uni-Body,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2021,PC,FWD,Uni-Body,Optional,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2021,PC,FWD,Uni-Body,Standard,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2021,MPV,AWD,Uni-Body,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2021,MPV,FWD,Uni-Body,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2021,PC,FWD,Uni-Body,Optional,Not Available,Standard,Standard,Standard,Standard,4.0,Not Available
INFINITI,2021,MPV,AWD,Uni-Body,Standard,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
INFINITI,2021,MPV,FWD,Uni-Body,Standard,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
INFINITI,2021,MPV,AWD,Frame-Based,Standard,Not Available,Standard,Standard,Standard,Standard,4.0,Not Available
INFINITI,2021,MPV,RWD,Frame-Based,Standard,Not Available,Standard,Standard,Standard,Standard,4.0,Not Available
JEEP,2021,MPV,4WD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,4.0,Not Available
JEEP,2021,MPV,FWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,4.0,Not Available
JEEP,2021,MPV,4WD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,4.0,Not Available
JEEP,2021,MPV,FWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,4.0,Not Available
JEEP,2021,MPV,2WD,Uni-Body,Standard,Standard,Optional,Optional,Optional,Optional,4.0,Not Available
JEEP,2021,MPV,4WD,Uni-Body,Standard,Standard,Optional,Optional,Optional,Optional,5.0,Not Available
JEEP,2021,MPV,AWD,Uni-Body,Optional,Not Available,Optional,Optional,Optional,Optional,4.0,Not Available
JEEP,2021,MPV,FWD,Uni-Body,Optional,Not Available,Optional,Optional,Optional,Optional,4.0,Not Available
KIA,2021,PC,FWD,Uni-Body,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
KIA,2021,PC,FWD,Uni-Body,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
KIA,2021,MPV,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,4.0,Not Available
KIA,2021,MPV,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Not Available
KIA,2021,MPV,AWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,4.0,Not Available
KIA,2021,MPV,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,4.0,Not Available
KIA,2021,MPV,AWD,Uni-Body,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
KIA,2021,MPV,AWD,Uni-Body,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
KIA,2021,MPV,FWD,Uni-Body,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
KIA,2021,MPV,FWD,Uni-Body,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
KIA,2021,MPV,FWD,Uni-Body,Standard,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
KIA,2021,MPV,FWD,Uni-Body,Standard,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
KIA,2021,MPV,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,4.0,Not Available
KIA,2021,MPV,AWD,Uni-Body,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
KIA,2021,MPV,FWD,Uni-Body,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
KIA,2021,PC,AWD,Uni-Body,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
KIA,2021,PC,RWD,Uni-Body,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
KIA,2021,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
KIA,2021,MPV,FWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LEXUS,2021,PC,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LEXUS,2021,PC,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LEXUS,2021,PC,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LEXUS,2021,PC,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LEXUS,2021,PC,RWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LEXUS,2021,PC,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LEXUS,2021,PC,RWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LEXUS,2021,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LEXUS,2021,MPV,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LEXUS,2021,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LEXUS,2021,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LEXUS,2021,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,4.0,Not Available
LEXUS,2021,MPV,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,4.0,Not Available
LEXUS,2021,MPV,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,4.0,Not Available
LEXUS,2021,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,4.0,Not Available
LEXUS,2021,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,4.0,Not Available
LEXUS,2021,MPV,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,4.0,Not Available
LEXUS,2021,MPV,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,4.0,Not Available
LEXUS,2021,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,4.0,Not Available
LEXUS,2021,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,4.0,Not Available
LEXUS,2021,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,4.0,Not Available
LEXUS,2021,PC,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LEXUS,2021,PC,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LINCOLN,2021,MPV,4WD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LINCOLN,2021,MPV,RWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LINCOLN,2021,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LINCOLN,2021,MPV,FWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LINCOLN,2021,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LINCOLN,2021,MPV,FWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LINCOLN,2021,MPV,2WD,Frame-Based,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LINCOLN,2021,MPV,4WD,Frame-Based,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LINCOLN,2021,MPV,2WD,Frame-Based,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
